,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
495,8.5,--,Mika'Ela FisherBen Feitelson,François GuibertLéa VignyBen Feitelson,"After nine years without celebrating their wedding anniversary,Gabrielle Montvignier ,heir of a fortune in decline,is invited by her husband to a supper to make up for the past nine years. Gabrielle has become a cold,wounded,cynical woman because of her gigolo type husband.nevertheless she accepts the invitation even though the relationship is dead. What she doesn't k... Read all",15m,Victory's Short
496,--,--,Julien le GoffJulien le Goff,Méhdi SalaméMéhdi SalaméJulien le Goff,"A taciturn teenager wanders into a luxurious and quiet loft. Gradually, a strange feeling of unease sets in the place...",8m,Home
497,--,--,Tom Cowles,Tom Cowles,"In a post-apocalyptic world, an isolated survivor is living amongst devastation, trying to rebuild the world he once knew.",30m,The End of Us
498,5.1,--,Kevin Hoed,Kevin Hoed,A Belgian boy and a Dutch girl meet up for one weekend in a chalet far away from everything and everyone...But it's not a regular date.,15m,Bleu
499,--,--,Josh Eisenstadt,Josh Eisenstadt,,7m,Inner Balance
500,--,--,Jean-Charles FournierYoan Orszulik,Jean-Charles FournierYoan Orszulik,,6m,L'instant final
501,4.0,--,Noel Duffy,Johnny Elliott,"Murder, rape, revenge - all in a row. Benny's is back from prison, back for revenge. Tina answers the door bell. Eddie isn't home. Until later.",25m,Hola Amante
502,--,--,Johannes Pinter,Johannes Pinter,"Hitman Clean meets his toughest mission to date, when he has to fight not only a hardheaded target, but also his raging OCD.",12m,Baby Killer
503,--,--,Andrew Jeffrey,Andrew Jeffrey,A late-night radio host obsessed with the paranormal receives a panicked phone call from a mysterious stranger claiming to have the answer to the ultimate question: are we alone?,15m,Paranormal Radio
504,--,--,Cate Carson,Richard C. BaileyKim Wilson,"A blue-collar couple living the ""American dream"" suffer from remaining loyal to a failing and toxic marriage.",28m,Cleave
505,--,--,Valerie Buhagiar,Britt Baker,"An almost genetically perfect human is re-stationed to Mars as her one human flaw will destroy her chances of survival on Earth. There she battles her inner demons, and others imprisoned in the station's cells, known as ""Subjects"".",--,Subject1
506,5.6,--,Timothy James Smith,Timothy James Smith,"Russian researchers funded by the Soviet Union during WWII are testing an expirimental gas on subjects deemed enemies of the state. The experimental gas is meant to eliminate the need for sleep, but all goes wrong as the gas has unexpected effects on the subjects.",29m,The Russian Sleep Experiment
507,6.1,--,Emma Dark,Emma DarkRichard HumphriesMerlyn Roberts,Renegade vampire assassin Eva has escaped from a secret bio-research compound. Hell bent on revenge she learns a terrible secret that may force her to unite with the devil she knows in order to defeat the greatest of all evils.,13m,Seize the Night
508,--,--,Bruno François-Boucher,Jérémy Desmoulins,"Claire works as a babysitter. Tonight she has to look after a little girl whose name is Melanie. But as he left, mysterious things are happening in the house. In the middle of strange noises and falling objects, a horrific night begins for Claire.",15m,Mélanie
509,--,--,Ryan Zaragoza,Ryan Zaragoza,A starving artist struggles to meet an impending deadline while his upstairs neighbor won't stop distracting him.,7m,The Painter
510,7.3,--,Tom Marshall,Tom Marshall,Alan (Johnny Vegas) searches for answers in all the wrong places and this time he thinks he's found them...on the internet in the form of a highly trained deadly assassin. But he's about to learn the true price of entering the 'dark_net'.,13m,Dark_Net
511,--,--,Galina Chakarova,Craig Walser,Two young lovers are having dinner and one of them is about to be served an unexpected desert menu.,5m,Some Fine Wine and You
512,7.0,--,Mark O'BrienJake Wilkens,Jake Wilkens,"A conversation over dinner, between a married couple and a weary traveller, leads to unexpected revelations",17m,Wanderer
513,6.0,--,Andrei Cretulescu,Andrei Cretulescu,One girl. One car. One night. No coincidence.,25m,Ramona
514,--,--,Jeremy Max,Glori Dei FilipponeJeremy Max,At a dark insane asylum a new patient arrives. She soon begins to see nothing is as it seems as one by one each girl starts to disappear. She forms an uneasy relationship with a co patient as they try to figure out the mystery.,10m,Curtains
515,--,71%,Kevin R. Luck,Tonci Pivac,"A man who believes he is a messenger of god confesses to three murders but protests that he has never killed a human being, only demons. The story unfolds as he recounts each murder to the Detective interviewing him.",10m,Observance
516,6.9,--,Henrik Bjerregaard Clausen,Mads Zaar Riisberg,"A man awakens and attempts to change the course of his life, but is he truly in control of his own destiny?",5m,Lucid
517,--,--,Caleb Quinn,Caleb Quinn,"Two car thieves are about to drive off with a car when cries for help come from the trunk. Then, things get really, really weird.",10m,No Help
518,--,15%,Rovelt Laforet,Kevin J Nelson,The story of a man who wakes up in a hotel room the night before his wedding only to find his best man dead and has no way out.,11m,Locked In
519,--,--,Tim Knapp,Tim Knapp,"Doctor Steven Crawford is about to close his small rural West Virginia practice for the evening, when an injured stranger comes calling on a treacherously stormy night. Crawford's suspicions are aroused when he realizes the man's demeanor is odd, and his stories just aren't adding up. Fear slowly creeps in as reports of an escaped convict, a viscous killer, is reporte... Read all",32m,Late Night Visitor
520,6.8,--,Jay Holben,Jay HolbenChristopher Probst,A woman is trapped in an elevator with the man she witnessed murder her best friend.,13m,Descent
521,--,--,Jake Snyder,Jake Snyder,"When an unknown enemy commences an invasion on the U.S., three teens lock themselves in a bomb shelter. As each day passes and no one comes for them, they band together to survive and discover the true meaning of friendship along the way.",13m,Imminent
522,5.5,--,Geisla FernandesFelipe M. Guerra,Felipe M. GuerraGeisla Fernandes,"A beautiful vampire-girl works as a prostitute on the famous Augusta Street (in São Paulo, Brazil), because it's an easy way to get food. But suddenly her path intersects with another monster that attacks at the same address, the ""Augusta Street Ripper"" - a serial killer who is killing prostitutes in that region.",20m,The Augusta Street Ripper
523,4.6,91%,Jay Holben,Jay HolbenDave Shepherd,"Sarah is spending her first night home alone in many years. Even though she's locked safely inside, every bump, every creak, every little sound convinces her she is not alone.",13m,Alone
524,8.9,--,Jake Thomas Armbruster,Jake Thomas Armbruster,"A godly man has everything taken from him, left questioning his faith and integrity, retaliation seems to be the only way to ease the Animus.",12m,Animus
525,7.7,--,Iram Parveen Bilal,Iram Parveen Bilal,"In the backdrop of a world where assassins disappear into blackholes, Dhona and Pari are launderettes who wash people's 'sins' away by washing away crime scenes and evidence. All is status quo until an unsuspected spy tries to wake them to justice.",14m,Dho Dala: The Sin Washer
526,6.9,--,Joshua Butler,Gina Lucita Monreal,You know you are in the DOGHOUSE when murder is the only way out.,14m,Doghouse
527,--,--,Jonah ZeigerKimberly Harwood,Kimberly HarwoodJonah Zeiger,"When Harry Scribner writes himself into a prison of his own imagination, only his fictional characters can break him out.",12m,The Art Police
528,7.4,--,Jörn Threlfall,Jörn Threlfall,"Over presents a crime scene. During the course of 9 wide shots, we watch an intriguing story unfold. What's happened in this quiet neighbourhood? A murder, hit-and-run, an accident? The reality is profound, and deeply unexpected.",14m,Over
529,8.0,--,John Fitzpatrick,John Fitzpatrick,"During the Christmas season in Los Angeles, a lonely woman goes on a blind date unaware that her date is an active, notorious serial killer: The Brentwood Strangler.",18m,Brentwood Strangler
530,7.3,--,Toby Fell-Holden,Toby Fell-Holden,"In a neighborhood rife with racial tension, a local girl falls for a recent immigrant who is the victim of prejudice and shame.",17m,Balcony
531,--,--,Daniel Lobato,Javier ChavanelDaniel LobatoRafa García de la Mata,Add a plot,14m,Hard Workers
532,8.8,74%,Sean Buckley,Sean Buckley,"Polar Bear pursues an act of violence as it ricochets through time. From Aaron as a young boy first encountering the bear, to ten years on, where his own rage finally explodes. Then over four more years on, a now young adult Aaron encounters Lea, both bound to and haunted by the same ghost of violence.",18m,Polar Bear
533,--,--,Martin CrightSamuel Bellerose,Duy Vo Van,A life-changing encounter within the darkness of a deserted road leads to a desperate confession in a gas station.,16m,The Gas Station
534,--,65%,Ferdie Simon,Ferdie Simon,,--,Siren
535,4.8,--,Cato Manuel Lizaraso Ekrene,Cato Manuel Lizaraso Ekrene,Chasing a drug addict has consequences. Run is Winner of Hollywood International Moving Pictures Film festival April 2016,12m,Run
536,7.4,75%,Claudio Franke,Julian Schneiders,"Two completely different women, reliant on each other, struggle to get along for one evening.",18m,Rose
537,--,--,Francisco C. Torres,Francisco C. Torres,Add a plot,--,My Father Has a Choice
538,5.9,--,Blake Mawson,Blake Mawson,"Set one evening in present-day Moscow, 16 year-old Pyotr is baited by an ultra-nationalist group known for their violent abductions and attacks bolstered by Russia's LGBT propaganda law, but Pyotr has a dangerous secret.",15m,Pyotr495
539,6.8,--,Rocky Curby,Rocky Curby,"A hopeless romantic is caught trespassing while trying to woo a girl. Problems occur when the girl's father forces him to remove a dead man's shadow. Tragically, the romantic becomes a vessel of death.",6m,Dark Vessel
540,3.6,--,Kangana Ranaut,Naomi Lamont,"When an isolated six-year-old boy moves to the suburbs with his protective mother, he soon discovers the startling reason his mother kept him locked away from society.",10m,The Touch
541,8.0,86%,Cody Blue Snider,Cody Blue SniderShane Snider,"Fool's Day is a dark comedy about a 4th grade class that pull an innocent, April Fool's prank on their teacher...that accidentally kills her. Panicked and convinced they will go to prison, the blood splattered classmates try to cover up the murder and dispose of the body before their D.A.R.E. officer shows up for his weekly lesson.",19m,Fool's Day
542,8.9,--,Sergey Kalvarskiy,Sergey Kalvarskiy,"Gregor Kossuth, a delusional prosaic man, finds escape from the burden of reality in writing an alleged philosophical masterpiece inspired by the works of Nietzsche. Obsessively living in his own work to forget about the loss of his beloved wife and daughter who mysteriously vanished, Gregor battles his troubling conscious to complete his masterpiece, for his voice to... Read all",22m,Memoire
543,--,--,Ryan Henry Johnston,Will HirschRyan Henry Johnston,"In the midst of the neverending hunt for Dracula, the vengeful Dr. Van Helsing must encounter all of his blood thirsty minions along the way, with only the help of a young admiring priest.",30m,Helsing
544,8.4,--,Don Swanson,Emily BennettJohn-Patrick DriscollElise McChesney,Joel loses everything in his blind pursuit to find a manuscript lost to time.,24m,What Was Lost
545,6.9,--,Emil T. Jonsson,Björn BoströmEmil T. Jonsson,A vengeful father suspects his mentally disabled daughter has been the victim of sexual abuse and confronts the caregiver he believes to be guilty.,14m,The Best of Intentions
546,8.0,--,Carmen Jiménez,Chris BoyceCarmen Jiménez,"After her husband dies, Nieves inherits his job as the super of a decaying apartment complex in New York City. But the job becomes more difficult than she anticipated when she discovers a disturbing secret in one of the units.",15m,Oasis
547,--,--,Andrew Bricker Theiss,Shawn Cottrill,"1960s rural Ohio. Emmitt's world revolves around Emily, a wife half his age, his young son, Jasper, and a broken down house that mirrors his path in life. His potential and best years have slipped through his fingers. When betrayal rears its head, Emmitt must choose between preserving his sanity and giving in to his primal impulses.",25m,The Tragedy at Emmitt Whistle's
548,5.5,80%,Brian Patrick Butler,Brian Patrick ButlerAlvin Schwartz,Strange occurrences on a desolate ranch cause two brothers to fight for their sanity.,15m,Hatred
549,7.1,--,Jacob Johnston,Jacob Johnston,A young man is seduced by an enigmatic new neighbor who promises him the solution to his miserable life - with untold consequences.,22m,Kadence
550,6.9,--,Chase Michael Pallante,Chase Michael PallanteZay Rodriguez,"A young woman suffers from sleep paralysis and is tormented by her nightmares. Lately, they are beginning to manifest so strongly she becomes disillusioned between the world of her imagination and what is truly reality.",15m,Defarious
551,--,--,Mark J. Parker,Mark J. Parker,"Four college students reunite on a summer night at a house in the woods. As they tell scary stories around the campfire, the line between imagination and reality blurs, and they get the feeling they may not be alone on the property.",17m,Sticks
552,4.8,--,Nicholas Marc Padley,Nicholas Marc PadleyEmma Wise,A recently widowed mother has to take drastic action when she discovers her 12 year old son might be a psychopath in the making.,10m,Gene
553,--,--,Musa Dogan,Musa Dogan,Add a plot,--,Die Familie (The Family)
554,7.7,--,Andy Gunn,Graeme CasselsAndy Gunn,"Dick Nicely is gunned down in the comfort of his own home. As he lies there bleeding all over his floorboards, Nicely recalls the case that led to his death: a tail job for a classy dame named Brigid Astor, who thought her husband was stepping out on her. Turns out the husband ain't the adulterous type and the dame ain't so classy. But then, Brigid has her own story t... Read all",39m,Reflections of a Private Eye
555,--,--,Asad K.M.,Tom Bragg,A thief on the run from drug dealers finds his escape in the form of a kooky taxi driver.,8m,Dark Town
556,8.0,--,Shrunal Tembhurne,Shrunal Tembhurne,"When a young, and obsessive bodybuilder gets challenged by his nagging wife while while working out he find a way to resolve the issue peacefully, but will he?",10m,The Workout
557,8.2,--,Nick Efteriades,Nick Efteriades,3 choices. 2 sides. 1 truth.,18m,Pronoia
558,7.6,--,Cameo Wood,Ken LiuCameo Wood,"In the near future, a young animator is offered what should be her dream job, but, when she discovers the truth of the modern 'creative' process, she must make a hard choice about her passion for film.",12m,Real Artists
559,8.0,--,Charles Nuckolls,Charles Nuckolls,"A man returns to the church of his youth hoping to rid himself of a long held secret. He believes that this will free him from a troubled past, little does he know that his troubles are just beginning.",17m,Secrets Kept
560,6.0,--,Nesrin Bachir,Christian Skibinski,"In the year 1500 AD. A monk mets a peasant in the forest, who is relentlessly pursued by a knight. The peasant begs the monk for help to lead him out of the woods. The odd couple forms an alliance and a dangerous journey into the closest city begins, that seems to promise shelter for them.",15m,The Mandrake and the Sword
561,--,93%,Chris AlonsoJoshua Louis,Terrance Murphy,"Jake is cursed with the ability to hear the sins of the people around him. Homeless and destitute, he roams the streets of Miami trying to find a way out of this nightmare.",20m,Prophet
562,7.5,--,Lorenzo P. Adams,Lorenzo P. Adams,"In 1968, a young babysitter's evening is interrupted by strange and unsettling occurrences.",11m,Rotary
563,--,--,Rowan Pullen,Rowan Pullen,"The Arc is an ancient power that can restore life, it has been lost in the cosmos for over a thousand years, now it has found its way in orbit of the solar system and headed toward planet Earth. An ancient civilisation known as the Exalipsi are a dying race and all hope of existence lies in the hands of an elite Raider (Bounty Hunter) sent on a special mission to retr... Read all",20m,Arc Raider
564,--,84%,Juanra Contreras,Juanra Contreras,A disgraced actor wanders into a cafe late at night. He meets a waitress aspiring to be an actress. For them to get what they want there is a price to pay.,11m,Cul-De-Sac
565,--,--,Harrison Houde,Zachary Gulka,"In an alternate era, Vinny, an awkward dreamer, falls deeply in love with the voice behind a particular album. Now he must go to extreme lengths to rid himself from reality and continue collecting his dream girl.",9m,Vinny's Girl
566,--,--,Valeria Jiménez,Valeria Jiménez,"Jealousy leads a man to commit a horrible crime. Years later, while enjoying his new life, a mysterious character start to stalk him",20m,Conejo
567,6.5,--,Rocky Ramsey,Rocky RamseyQais Faraj,A young law school student explains to detectives just how he came to be found in a house with three dead bodies.,10m,Miscreant
568,5.9,--,Stephen Takashima,Stephen Takashima,A young door-to-door salesman finds that getting his first sale is the least of his worries.,17m,Civil
569,8.3,--,Christos Doulgerakis,Christos Doulgerakis,"When Janis, a young homeless girl, finds her father dead by suicide, her whole world comes crashing down. Now, dealing with her grief, she has to fight her own demons and learn how to survive alone.",20m,One Way Ticket
570,--,--,Ann Shin,Ann Shin,"""THE TERRORIST HUNTER"" follows controversial spy Rita Katz, lauded by some for her work fighting terrorism, criticized by others who say she creates terrorist plots where none exist. The film exposes how fear and terror play out in our society.",33m,The Terrorist Hunter
571,7.6,--,Leonardo Greco,Leonardo Greco,"""Put the money in the suitcase. No coming back. The winner takes all."" These are the game rules these five players have to follow - What can go wrong during a poker game?",16m,You Don't Know Them
572,8.5,--,Chris Heck,Chris Heck,An aging photography collector obsessed with death receives the final piece to his collection.,12m,Mr. Memento
573,9.2,79%,Vigiel Bose,Vigiel BoseSujil Chandra Bose,"This movie weaves together the struggles of a former undercover agent, Michael Williams in shaking off the demons from his traumatic past with the help of a passionate psychiatrist, Dr. Olivia Thomas. FALL provides a brief peek into the state of a disturbed mind with glimpses of vivid illusionary experiences.",21m,Fall
574,6.1,--,Mathieu Mégemont,Mathieu Mégemont,"Joël, a small town journalist, goes to cover a case in the French countryside. When he stops after running over a dog on the road, he finds himself trapped in the stories he usually writes.",23m,Diversion
575,6.7,--,Heath C. Michaels,Heath C. Michaels,"When a reclusive mother-to-be discovers a door leading to a mirror image of her home, her husband goes snooping inside and never returns. Fearing the worst, she gathers her courage and goes in search of him, but instead finds her doppelganger on the other side.",17m,The World Over
576,6.8,--,David Cocheret,Paul de Vrijer,A young couple find they are stuck in their car after an accident. With no one else around they just have to act together to get help.,7m,Ongelukje
577,7.7,--,Alessandro Sala,Alessandro Sala,"Giulia is driving in her car in the dark, silent night. She's hiding a corpse in the trunk. What happened? How did we get to this?",18m,La notte di Giulia
578,5.0,--,Aly Migliori,Aly Migliori,"A teenage girl disappears; her friend forgets, until she reminds him.",14m,After Her
579,8.8,--,Gianrico Di GennaroSergio Santilli,Gianrico Di GennaroSergio Santilli,Add a plot,19m,Krank
580,--,--,Venetia Manthos,Venetia Manthos,A young vanity-stricken woman finds her life in danger when she is visited by an invisible clock-bearing guard.,7m,The Triptych Cycle
581,--,--,Alexandra Murrietta,Alexandra Murrietta,Mila soon realizes that this is no ordinary pizza delivery and finds herself in a tough situation. 'To flee or not to flee?' That is the question. Special delivery...Gratuity not included.,21m,The Imperfect Seduction
582,8.3,--,Enrico Le Pera,Enrico Le PeraNicola Zurlo,A mysterious young woman is on a dark mission to redeem herself through love.,21m,Lulu and the Right Words
583,5.7,--,Russell Brown,Russell Brown,A cat and mouse game ensues when a man faces his greatest enemy: A Cigarette.,19m,Conversation with a Cigarette
584,6.9,--,Armin Nasseri,Armin Nasseri,"An Iranian-American writer, in the pangs of grief, takes in a mysterious tenant. When she mysteriously disappears, is she a ghost, a hallucination, a dream or a runaway?",21m,Seeking Valentina
585,--,--,Venkat Sai Santosh,Venkat Sai Santosh,"A period film that delves into the relationship between the 'Zamindars' and the Dalits, set in the early 20th century, Pre-Independence.",20m,Varnamaala
586,6.4,93%,David Lynch,David Lynch,"In a locked down train station, a homicide detective conducts an interview with a tormented monkey.",17m,What Did Jack Do?
587,6.4,--,Jonathan Cuartas,Jonathan Cuartas,A man yearns to escape the familial obligation of murdering strangers to feed his crippled cannibalistic brother.,22m,Kuru
588,--,--,Param Kalra,Param KalraAmjad Khan,"This short film is based on post incidence impact on the life and people around, this is suspense based thriller with full of entertainment..",--,Cute Girl 87
589,10.0,--,Stanka Gjuric,Stanka Gjuric,Young woman goes on a journey by train.,10m,Perfect Tattoo
590,7.4,--,Rodrigo Sorogoyen,Rodrigo Sorogoyen,"While at home in her apartment with her own mother in Spain, a woman gets a phone call from her six-year-old son, who's on holiday in France with his father. Every parent's nightmare ensues.",19m,Mother
591,5.9,18%,Luke Konopasky,Rita Konopasky,Jane is home alone struggling through a breakup trying to distinguish between reality and her delusions.,20m,Red Water
592,--,--,Abhishek Bhattacharyya,Abhishek Bhattacharyya,ATEESH IS HOME ALONE AS HIS PARENTS ARE CELEBRATING THEIR 25th ANNIVERSARY in Mumbai. Events take a terrible turn when Ateesh finds out through an sms that his parents are in grave danger. What will Ateesh do now?,19m,Room 462
593,--,--,Ethan ZehrLucy RouseLily Wheeler,--,"After a group of children get a mysterious text from their friend, they try to escape a killer as he picks them off one by one.",12m,Clues
594,9.5,--,Tim M. Sullivan,Tim M. Sullivan,"After a fatal accident, a young man wanders through the afterlife in the hopes of escaping to the world of the living.",8m,The Other Side
595,--,--,Morgan Bowles,Morgan Bowles,"Dave, a family man and middle-aged gardener, goes into a competitive frenzy when his annoying neighbor buys and plants a brand new rose bush.",12m,Roses
596,--,--,Adam Wright,Adam Wright,"For Ajit's wife, his voyage to the United States is to complete his PhD in Engineering. For Ajit, it's an opportunity to temporarily escape the clutches of an arraigned marriage. After he cuts himself off from his cultural roots he finds himself isolated in a new world and remedies his guilt of running away through the solace of a company called Bliss Burger. This is ... Read all",20m,Bliss Burger
597,--,19%,Déborah Verbier,Déborah Verbier,A bereaved woman finds herself followed by a worrying stalker.,12m,Intrusion
598,7.6,--,Andrés Gil,Andrés Gil,"Gareth, a dehumanised assassin, is part of a group of hit men who live by one code: finish the job or become the job. One day, someone from his past becomes his newest mark, and this moment makes him question his choices as he realises humanity still remains in his heart.",23m,The Lost Sword
599,--,--,Paul Hale Carrington,Paul Hale Carrington,"Lewis embarks on his annual visit to see his younger brother Craig and his wife Sarah at their remote mansion in Loch Lomond, Scotland. The conversational theme (like every year) resorts to Craig questioning his childhood memories and taunting Lewis to demonstrate his alleged powers of thought that he constantly boasts about. Lewis driven by inadequacy, jealousy and t... Read all",20m,Something Wonderful
600,--,93%,Raj Sekhar,Raj Sekhar,Limbo is presented in two sets of sequences - the color sequences are shown chronologically and the black and white sequences follow a reverse narrative. Both sequences come together towards the end of the movie to complete the narration.,--,Limbo
601,--,--,Johnny Vong,Johnny Vong,"Set in the Appalachian Mountains three inmates Eddie, Zack and Spazz break out of prison in an attempt for a better life. What happens when the three inmates no longer need one another and complications arise. Will the three men turn their backs on one another and claim every man for themselves or will they adhere to the constitutes of brotherhood.",9m,The Mountain Kings
602,7.2,--,Catherine Black,Catherine BlackBrooke Lenzi,A fun road trip ends in murder and mayhem when hidden resentments between best friends surface and everyone learns the hard way never to get in the middle of a catfight.,20m,Girl Trip
603,6.7,--,J.B. Minerva,J.B. Minerva,"In a post apocalyptic future, a lonely survivor seeks desperately to contact someone else.",8m,Nadie!
604,--,--,Riccardo Romano,Riccardo Romano,"A kidnapper, on the phone with a wealthy man whose son he has taken, offers him the opportunity to save the son's life and repair their strained relationship after fifteen years of estrangement.",15m,Valvonauta
605,--,--,Ethan T. Allison,Ethan T. Allison,A young man is tortured by the tragedy of his girlfriends suicide and goes to extreme measures to make the person responsible pay.,4m,The Lower Level
606,--,--,Brianna Kellum,Brianna Kellum,"Two girls wake up in the middle of the desert, hungover, confused, and with a dead body laying in the front of their blood splattered car.",--,Gone
607,7.4,--,Sigurd Culhane,Chris ValdezPatrick Tamisiea,"With help of Russian mob clients, The Green Cobra details her rise as a ""Life Ending Technician,"" on the backdrop of a poor soul's final hours.",14m,Green Cobra
608,--,--,Marc Zammit,Lindsay Bennett-Thompson,"A renowned religious leader passes away, one family become tormented that the past may never truly leave them.",16m,Puppy
609,9.6,--,Kevin Ryan,Kevin Ryan,"Los Angeles 2028 - a military escalation between China and the United States has had devastating consequences for the world. Within a desolate Los Angeles, during a period of Martial Law, we meet a lone stranger named 'Jake'. Reeling from the loss of his own family, while departing LA, Jake discovers a young girl named 'Lilly' in desperate need to reunite with her mot... Read all",25m,Bad Suns
610,6.3,--,Hector Bell,Hector Bell,21 year-old Aaron is struggling to come forward about the sexual abuse he suffered as a child. Partly because this secret has manifested itself as a terrifying creature.,10m,Coming to Light
611,6.6,--,Lorian GishJustin Knoepfel,Justin Knoepfel,"During a plagued dust and wind storm in 1963, a countryman takes in a weary traveler seeking refuge, but discovers the truth in the circumstances of his arrival.",16m,The Howling Wind
612,9.0,92%,Enriko Hamzaj,Enriko Hamzaj,A scared young man who is trapped in a boring and unsuccessful lifestyle because someone or something repeatedly haunts him.,12m,The Invisible Man
613,--,--,Jon YonKondy,Zack RoseJon YonKondy,"'Reefer' is a dark comedy road movie that tells the story of Woody and his living nightmare. In the midst of all the stress that comes with driving a box truck full of weed across the country, Woody begins to hallucinate. Along for the journey is Buck, who has been sent to tail Woody and make sure his cargo reaches its final destination. Woody's outspoken significant ... Read all",20m,Reefer
614,6.9,--,Thed Oliveira,Thed Oliveira,"A mother struggles trying to avoid her son of becoming insane like his deceased father, but maybe it's already too late.",16m,O Cão Silencioso
615,--,--,Ragüel Cremades,Manuel Quintanilla García,A non profit fan film inspired by the Batman universe from DC Comics.,--,Genesis de un heroe
616,--,--,Sean Imamkhan,Sean Imamkhan,A man got stuck with himself and has no idea how to get out. He philosophizes about life and knows to answer questions in his own way. His wife cannot reach him anymore and has out of despair stopped living. She hopes that someday they will reach each other again. Will they be able to find each other again? Or is the separation a fact that they must both learn to live... Read all,6m,Locked.
617,--,--,Dennis Delemar,Dennis Delemar,"Traps are all around Jay, a young man who is enslaved by the Willie Lynch system. A system that destroys his self-worth, and he will do anything to regain it, but there is a way out.",--,Willie Lynch
618,--,--,Mario Manas,Mario Manas,A man tries to find his way out after waking up under strange circumstances sealed between four empty walls.,7m,Block A-10
619,--,--,Fran Tremiño,Fran Tremiño,,--,Resarcimiento
620,--,--,William Briggs,William Briggs,"A mysterious donor invites his beneficiaries to a weekend retreat, but is anyone whom they seem to be?",--,Silk
621,--,--,Anaís Medina SeoaneTony Navarro Hernandez,Tony Navarro Hernandez,"Framed within pop culture and the Neo-noir genre, «The Girl of the Strange Secret» tells the story of Eva: a mysterious librarian which meets Gabriel, a passionate admirer, who seems to know each and every secret that she is hiding. Thriller with a pinch of fantasy.",16m,The Girl of the Strange Secret
622,--,--,Dmytro Miliienko,Dmytro Miliienko,"Mysterious ""cleaners"" come to clean up the ""crime scene"".",9m,Keep the Shelves Empty for Us
623,--,--,Sam Iwata aka Liu,Sam Iwata aka LiuMichael Shih,"""When a chrysalis becomes a butterfly, metamorphosis is the reason why, but every mortal, before they die, can metempsychosis if they try."" In our story, an actress who continuously suffers from the same nightmare of a past homicide turns out to be the victim in real life.",9m,Metempsychosis
624,--,--,Joseph Guinan,Joseph Guinan,"Elvis being Stalked again for real, based on True Events... A beautiful Japan girl in CHINA falls in LOVE with Elvis on the internet. Not having enough money to travel to USA - Hollywood, California, Miss Igetu Soun sneaks into someones suitcase at the airport and arrives at LAX. Miss Igetu Soun Stalks ELVIS College at LOS ANGELES CITY COLLEGE and hounds down students... Read all",--,Stalking Elvis
625,--,--,Sean Meldrum,Sean Meldrum,Two contrasting realities are intertwined as a woman is visited by her estranged sister.,5m,Clawing
626,--,62%,Kirsten Livie,Kirsten LivieNoy Term,"'Inside' tells the story of a writer, a woman, nearing her 40s, childless, stuck in a cabin in the woods, desperately trying to complete her first novel. Her Mother is right beside her on this journey, keeping her focused and urging her on. As the days pass on and words seem to escape her, she tries everything she can to complete it - even if that means sticking with ... Read all",6m,Inside
627,--,27%,McGregory Frederique,McGregory Frederique,"Sarah is the girlfriend of a con artist. with her high-pressure life of living on free money, she turns to desperate measures as things start to fall apart. When she learns he's been unfaithful, she turns to the police to cut a deal.",--,The Deal
628,--,--,Jonathan Ranard Cartwright,Jonathan Ranard Cartwright,Two best friends being abducted and possessed.,25m,Demu
629,--,--,Rachael Quinn,Joe DiFrancesco,What lurks in the darkness - hides plainly in the light.,--,The Darkness Before Me
630,--,--,Caleb Wells,Caleb Wells,"When an uncivilized bare-knuckle boxer tries to befriend a roommate, the biggest challenge is fighting the alter ego that shows up when he drinks.",--,Companion
631,--,--,--,--,--,--,--
632,--,--,Anthony Whelan,Karl HoganLiam BorgstromCiaran Kinsella,Are you brave enough to enter the Otherworld?,--,Otherworld
633,--,--,Jordan Burbank,Jordan Burbank,"Based on a true story set in the 1970s, two teenage girls drive out of town to party all night long to celebrate becoming adults. After passing out in their motel room, they awaken to find a serial killer looming over them about to claim his next victims.",15m,The Night Out
634,--,--,Ryan Orizabal,Ryan Orizabal,A disturbed woman gets locked up in an abandoned warehouse storage room and relies on her hallucinations to overcome her captivity.,--,Storage Room
635,--,--,Anthony Raus,Andrew James HallAnthony RausLeslie Rubio,The story of a man's internal struggle with his piano.,--,Espressivo
636,--,--,Logan Mansberger,Logan Mansberger,Notorious bank robber Silas Smith hides away on a private island away from any recognition from the law while simultaneously being haunted by his past.,20m,At Dusk
637,--,--,Javier Merida,Javier Merida,Add a plot,--,Fin
638,--,100%,Abril Arnauda,Gabriella Reyes,Add a plot,--,Faceless
639,--,--,Omer Shemi,Omer ShemiRonen Shemi,A man finds himself trapped in an unfamiliar parking lot.,14m,The Summoning of a Man to a Parking Lot
640,--,--,Marco Lavagnino,Marco Lavagnino,A nameless young man documents a tally line for every blink until deciding that he needs to find a solution to the problem. This sends him into a timeless journey where he is to become distracted by life in hopes of one day realizing that his blinking no longer controls his consciousness.,3m,Blink
641,--,--,--,--,Three kids get separated in a forest after one of them disappears from the trail.,21m,Astray
642,--,--,Carol Del MarPaulina Zamorano,Carol Del Mar,A grieving teen's sleepwalking disorder spirals into a nightmare.,--,Bury a Dream
643,--,--,John FergusonTimothy Turner,Roane BorgerJohn FergusonTimothy Turner,"The Wanderer 2, a true sequel to Gorilla Man Uprising (2022) and The Wanderer (2021)",10m,The Wanderer 2
